age:FLOAT,region:STRING:TreatAsEnumeration,income:FLOAT,education:STRING:TreatAsEnumeration,min_on_site:FLOAT,nr_of_visits:FLOAT,purchase_amount:FLOAT,purchases:FLOAT,mobile:INTEGER:TreatAsEnumeration,ad_campaign_a:INTEGER:TreatAsEnumeration,ad_campaign_b:INTEGER:TreatAsEnumeration,design:STRING:TreatAsEnumeration
30.088635623637465,Southwest,40086.6028761664,2_HS,74.03023845237385,16.31396692473623,248.8348768201278,4.575942182676039,1,1,1,blue
63.57621326888534,Southwest,91029.58798777255,4_Grad,10.403480362185114,11.040851845454895,101.72292984616406,3.108175591057098,0,0,1,blue
49.48336630246344,West,108737.44758934808,4_Grad,27.778082487065674,4.904582847557425,105.58892275016984,1.3812326556289145,1,1,1,yellow
32.58745928744129,West,29794.743365489026,4_Grad,21.499582554856286,16.69054222278448,240.25984789859137,4.673684885551712,0,1,1,yellow
44.4102412486217,Northeast,39758.17669238144,4_Grad,30.441822646610373,14.166216540471348,136.77209899627275,1.3390341792491258,1,1,0,yellow
24.77786544647898,West,24333.31034485146,2_HS,55.573357942089814,6.627085134492325,73.59678864525593,1.4970248154422172,1,0,1,blue
51.98640385547962,Midwest,73252.90250474145,2_HS,40.6817231338212,3.647666906572817,31.548995017170725,3.5704378235966363,0,0,1,blue
48.97197064710339,Southwest,125503.44568957438,4_Grad,47.857111002148706,7.280282829728315,101.48256589102671,4.098886887721127,0,1,0,yellow
51.96688098634611,Southeast,117677.3338382392,2_HS,85.87600066107035,3.219641601347571,100.76397290257606,3.8821837337255563,1,0,0,yellow
24.450210751935465,Southwest,47021.71734493344,2_HS,72.47714939101955,4.55881005568903,79.17710981375164,4.846988779410487,0,1,1,yellow
45.73020355044808,West,49763.897534031785,2_HS,89.92596527475365,8.848781538171583,18.927238711765796,3.3406671447725267,0,0,1,blue
28.923001327527558,West,157913.16648585588,1_Dropout,99.69654352220596,8.146985227179222,136.3966672742684,3.5975397987888624,0,1,1,blue
28.497102792917254,West,158360.78687616452,2_HS,84.85686239656775,7.984570535014398,78.35688663117742,4.373623374557624,0,0,0,blue
46.08980172110497,Southwest,65483.47595134173,2_HS,111.66736566173299,19.283725602817217,198.26064619546196,3.4234768319166244,1,0,1,red
27.148060490217354,Southeast,20510.111444809045,4_Grad,26.4171479639434,5.668243390894734,89.50418183302988,2.54831367366409,1,0,0,yellow
28.77499080722014,Southwest,63380.3494917785,1_Dropout,102.56055096075318,7.129831214448424,72.76145129917018,4.108498142780358,0,1,0,blue
45.36739353069315,West,54878.48285557103,2_HS,37.25842915718099,6.107643123119532,132.6835733352235,1.520415479486297,1,1,1,yellow
24.87930869971472,Southeast,54826.509315824456,1_Dropout,89.33626702867576,5.5477394736670655,75.71375943482055,1.992727467778971,0,0,0,yellow
52.82926017390106,Northeast,44800.021222001786,2_HS,83.55601997987745,11.141320372724866,131.55641779413602,2.6464646798921243,1,1,0,red
41.482286712574506,West,98286.50615161832,4_Grad,47.47033087109341,4.510721001972501,87.4851467648951,4.755465561971791,0,1,1,blue
57.96679666110039,Southwest,18049.641350902653,3_Bachelor,15.402486110449416,19.177333907737697,233.10580008781787,2.151063085380282,0,0,1,yellow
26.53182810422131,West,56625.9181605171,2_HS,91.40981935964888,8.482355089332886,55.42674318884768,4.171717926035957,0,1,1,yellow
17.47818732383675,West,52542.35198986005,4_Grad,5.310484092115246,14.3943970841997,172.59459081747627,3.0225911664080307,0,1,1,red
25.7681845290857,West,176983.38450545334,1_Dropout,98.55336383183018,11.573375592362865,194.86487914693618,3.7688672512752133,1,1,1,yellow
24.805137423403927,Southeast,96545.51003161713,1_Dropout,96.67365428774782,12.955765719543272,119.8866986168012,1.9640311648059607,0,1,0,red
47.82910790381656,Southwest,172958.40811900643,2_HS,72.94339482578943,0.8227835831339299,29.533087100422662,2.089416909357599,0,0,0,yellow
63.85693154901771,West,150156.94569518906,1_Dropout,96.20935506523551,16.519628379852083,161.16351042011428,3.5944446097228413,1,0,1,yellow
42.19927737618042,Southeast,74003.30955358266,4_Grad,30.813719432834223,18.841749507977255,223.1671003286571,2.8468805213073893,0,0,0,blue
46.41643052654888,Southwest,102000.20374226694,2_HS,86.14948216217583,5.31723331059424,87.8236918976945,3.593736195922674,0,1,0,yellow
46.21265614158342,Southwest,115779.41069205047,2_HS,63.006141248177784,17.884664579919267,223.86817195308817,2.834517091249085,0,1,0,yellow
40.22626265628436,Midwest,50007.824007053874,2_HS,63.01313732869038,4.765243674938926,41.77185107104672,3.9556902888654015,0,1,1,blue
36.38615363203898,Northeast,65993.23322369484,2_HS,43.49084144819392,7.636701537964573,45.169885254438505,4.712702282894174,0,1,1,yellow
51.812050320970926,Southeast,20220.856567891293,4_Grad,49.42990762229741,11.389243982286033,76.28303444421316,3.2534702442403667,0,0,0,blue
26.58144023068231,West,112345.86090345265,2_HS,73.83156998861014,8.973717546554612,106.63396821383105,3.4086023973168373,0,1,1,yellow
24.481450695888945,Southwest,115050.21260210092,4_Grad,16.79421374297521,13.015762947806572,120.75743874596806,4.038524102646834,1,0,0,yellow
18.550018198123368,West,69821.82432206607,3_Bachelor,30.64776021179389,12.750533047878523,123.88988538180688,2.2357528895823893,1,1,1,blue
29.54595789164079,West,138388.38997524435,2_HS,48.877123969787355,24.40814948298165,332.4473065492777,1.4947547379009163,1,0,1,yellow
51.33507633679379,Southeast,84070.58704901962,4_Grad,23.678222813516737,7.290717710371846,80.4009979642546,3.4496674732207833,1,0,0,yellow
38.8091118194412,Southwest,132294.69008694324,1_Dropout,55.462355180005694,12.885476801418294,124.04025710186983,2.322551480085579,1,0,1,green
37.25210796696593,West,83486.68882555584,2_HS,81.98712698822916,9.541448050646817,145.76443155060505,4.455293781858753,1,0,1,green
28.37899144328318,Southwest,101999.2159122556,2_HS,73.6509445704778,4.467701767653956,35.73277207952007,1.2494902457989019,1,1,1,yellow
42.009125134230295,West,32513.69622108547,2_HS,65.48420025108987,9.58870519623293,57.98933320839062,3.0413342090124034,1,0,1,red
35.80323843350364,Southeast,109002.77549606885,4_Grad,55.41149905100836,1.261159354530962,57.32465297864487,2.424423787118662,1,0,0,blue
30.23415577179954,Southeast,54954.53831555684,4_Grad,55.63209335621434,5.551563149162081,76.14116227808037,1.3420242058752447,1,1,0,blue
48.63513168245379,Midwest,120742.45403476627,1_Dropout,113.09813352914989,4.239491814579177,50.19710043103416,3.5534658607076963,0,1,1,yellow
49.56329541566013,Southwest,40573.33509721109,4_Grad,42.205879765766014,15.855417968143675,196.88767178073908,2.299101454344381,1,1,1,blue
25.498398375427975,Southeast,93214.30571079692,4_Grad,34.71753786751515,13.814861767103649,126.62468951016069,2.7571286264530057,1,0,0,red
60.68488176447272,Northeast,76417.32278625995,2_HS,75.051351426927,13.164911036623344,204.85152792206975,4.833270793732812,0,1,0,blue
25.48918876021873,Southwest,96632.99789206382,1_Dropout,98.23437905377841,12.012412728353834,216.89893680767713,3.8932306174889417,0,1,0,yellow
38.31591585914302,Midwest,29604.01262186028,4_Grad,1.4476826676081345,8.501867285387029,117.10802368697509,3.0499091487015857,0,1,1,red
65.2206356779415,Midwest,46076.09651545406,4_Grad,56.2098517148948,13.474246566862735,235.83409875918744,2.9280953625937336,0,0,1,blue
36.26447611010221,Southeast,76988.83193377353,1_Dropout,124.4909053737442,5.701847288263933,58.60068945261091,3.0335200580588992,0,1,0,red
31.842789056101548,Southeast,97750.23114514493,2_HS,90.35954198678267,7.055459896275854,88.30049638046015,4.348425335513804,0,1,0,yellow
20.501983696270035,Midwest,26691.311994135154,4_Grad,50.01827995414048,17.259370576727996,326.9206033097014,4.430211472834113,0,1,1,blue
25.58665406164997,Southwest,193846.15673695639,1_Dropout,93.66296600787481,7.254554112315951,112.75692413811474,1.9927101349269432,0,1,1,yellow
43.72021218355303,Southeast,73304.15142217069,3_Bachelor,23.393570944826514,5.253468489101888,28.948395929733444,1.590141746324186,1,0,0,yellow
56.997303378369644,Midwest,105215.59001998103,4_Grad,57.6658840360566,5.155983314088602,136.5878778750303,2.2030335457045047,1,1,1,yellow
50.35796286459495,Southwest,38141.05375819791,2_HS,56.88088876335179,2.6635218167327697,44.4480164578907,2.3814824919594257,0,0,1,blue
31.124753087117135,West,137608.29231247067,3_Bachelor,14.933433806663679,9.332235392701058,161.61993919492386,1.7245705485913618,0,1,1,blue
51.988357867429606,West,72588.65776649963,2_HS,101.28441629549889,14.673524217848986,140.46792957448517,2.4758606056619175,0,1,1,yellow
55.663489644129264,Northeast,143456.8100118004,2_HS,70.57548145699094,9.067527771991005,128.29995014515453,1.981045979800434,0,0,0,yellow
46.03632687032276,Northeast,117677.71647183949,2_HS,77.20689670849472,9.459766167673457,94.72028562062764,2.8989327395276274,0,1,0,yellow
30.396830838375784,Southeast,108538.37567807782,4_Grad,42.013983130860716,10.67324725051002,146.8816238056234,4.075235700037372,1,0,0,blue
29.436611873824575,Southeast,196349.06417826313,4_Grad,32.72032991530661,7.0565719264541515,19.536475617577835,3.1858451997178068,0,1,0,green
46.11917530984216,Southwest,92224.71785569876,4_Grad,19.976974849156136,9.10884052455433,112.52149218385308,3.778140313475563,1,0,1,blue
38.58558963674032,Northeast,131895.04246938135,2_HS,88.45180627187507,14.799921930068699,167.0488298636345,2.43940745642747,0,1,0,yellow
38.094067245685004,Northeast,161135.2344465133,2_HS,87.26118073099235,11.559223691165627,88.8208585759913,2.1997612498556722,0,1,1,yellow
19.421167065830776,Southeast,23536.91292447604,4_Grad,40.1038746635101,8.439595437189356,34.35387077576802,4.456797174675373,0,0,0,yellow
44.34019424265669,Midwest,65676.79588279629,4_Grad,27.66359528803831,15.81790331926771,190.50269433929267,2.7947855249828963,0,0,1,blue
61.35812485477123,Northeast,135543.09016686786,2_HS,66.84667030464227,14.778051494330516,114.5929863623621,3.429163653008078,0,0,0,green
30.798050735502375,Northeast,154098.52092349736,2_HS,52.173313501449186,3.009508745406694,36.611552161473796,1.302480532311781,1,0,0,yellow
26.621965528616485,Northeast,99796.35040907502,2_HS,63.62518754918165,12.941222604347733,198.4139855710895,3.1981525798635495,1,0,0,yellow
45.34329799105138,West,75288.52981018803,4_Grad,15.445178660344368,7.33492797133676,13.106023072976612,3.995787109982584,1,0,1,yellow
47.47468468038701,West,132871.50570206676,2_HS,89.11421216082014,15.843008945453303,222.38007658401497,4.837365806140385,0,0,1,green
40.11919950786535,Northeast,75923.31619721903,2_HS,44.66351403855106,10.830152285694252,86.03623497716025,2.7329631528639133,0,0,0,yellow
20.08147246699231,Northeast,165146.59974265925,4_Grad,60.499450829770325,14.58708724118206,180.87740164117915,1.9987965572031197,1,0,0,green
